operacao_original,operacao_reclassificado
GTU - GYN,Doméstico
NVT-GIG,Doméstico
CWB - GRU - GIG / SDU - CGH - CWB,Doméstico
FOR - GRU - PTY,Doméstico
SSA-BSB-RBR,Doméstico
GYN - SSA / SSA - MCZ,Doméstico
NUT/CGH - CGH/REC,Doméstico
EWR - GRU - MGF,Doméstico
MAB - BSB / BSB - GIG,Doméstico
JFK-MIA-BSB-SSA,Doméstico
AMS - GIG,Doméstico
CGH-BSB-PMW,Doméstico
CGH - CNF ,Doméstico
CGB - GRU - JPA,Doméstico
MIA - MAO,Doméstico
NVT SDU,Doméstico
CWB - BSB / BSB - MCO,Doméstico
NVT-REC,Doméstico
REC - BSB - POA,Doméstico
MAO - GRU ,Doméstico
GRU-PUJ,Doméstico
GRU/MDZ - MDZ/GRU,Doméstico
GYN-BSB-FLN,Doméstico
CGH - CGB,Doméstico
NAT - GRU - MGF,Doméstico
RAO - GRU - SSA - LEC,Doméstico
GYN-CGH,Doméstico
NVT - LDB,Doméstico
DCA - MIA / MIA - FOR / FOR - SSA,Doméstico
BSB-SCL,Doméstico
SSA - SDU / SDU - SSA,Doméstico
PMW - BSB ,Doméstico
AMS - GRU,Doméstico
POA - GRU - SSA,Doméstico
POA-BSB-FOR,Doméstico
GRU - PFB,Doméstico
CGH - URG,Doméstico
BSB - JJD,Doméstico
PVH-MAO,Doméstico
BSB - SSA - SLZ,Doméstico
GYN/FOR - FOR/REC,Doméstico
GRU - LAD,Doméstico
NVE - STU,Doméstico
SSA-SDU,Doméstico
GIG - BSB  CGB,Doméstico
SSA-GRU-MVD,Doméstico
BPS - BSB,Doméstico
VCP - CNF,Doméstico
VDC - BSB - GRU,Doméstico
JOI - GRU,Doméstico
CGH - BYO,Doméstico
GIG - CDG,Doméstico
GYN - GRU - AJU,Doméstico
SSA - IOS,Doméstico
UDI - GRU ,Doméstico
CDG - FOR,Doméstico
LDB - GRU - GIG,Doméstico
VCP - SDU - GIG - POA,Doméstico
GRU - DUB,Doméstico
FLN - GRU - AMS,Doméstico
GRU - CUN / CUN - GRU,Doméstico
GRU - JPA ,Doméstico
JDO - GIG,Doméstico
PET - GRU ,Doméstico
POA - RBR,Doméstico
GRU -JPA,Doméstico
FOR - CGH / CGH - FOR,Doméstico
STM - BEL - BSB,Doméstico
GYN-FOR,Doméstico
BSB - CGH ,Doméstico
MDZ-GRU,Doméstico
JJD - GRU - RAO,Doméstico
POA - FOR ,Doméstico
BSB-GRU-AEP,Doméstico
LIS - BSB - PVH,Doméstico
PPB - GRU,Doméstico
SSA - SJP,Doméstico
POA-VIX,Doméstico
NVT - GRU - CGR,Doméstico
FBE - CWB - GRU ,Doméstico
PVH - POA,Doméstico
LDB-GRU-CGH-VIX,Doméstico
NVT - SDU - CNF / CNF - CGH - NVT,Doméstico
AMS - HAM,Doméstico
CGH - VIX,Doméstico
PVH - BSB- CGH - MGF,Doméstico
SSA - GIG ,Doméstico
CGH / NVT,Doméstico
CGH - SSA - FOR ,Doméstico
SDU-CGH-SJP,Doméstico
NAT - SSA,Doméstico
CGB - GRU - GIG,Doméstico
BRA - TXF,Doméstico
SSA - CGH / CGH - POA,Doméstico
VIX - SDU / SDU - GRU,Doméstico
POA - CGH - GYN,Doméstico
REC-IGU,Doméstico
GRU - NAT / NAT - GRU,Doméstico
CXJ-GRU,Doméstico
IGU-GRU-REC,Doméstico
VCP - BSB - MAO - PVH,Doméstico
POA - GRU - NVT,Doméstico
MIA-BSB-SSA,Doméstico
FLN - GRU / GRU - CGB,Doméstico
FOR X SSA,Doméstico
POA - GRU - REC - FEN / FEN - REC - CGH - POA,Doméstico
VCP - SDU - CWB,Doméstico
PVH X BSB ,Doméstico
CGR - GRU / CGH - CGR,Doméstico
NVT - SDU - CNF - CKS,Doméstico
PNZ-GRU-BSB-PMW,Doméstico
GRU-JUD,Doméstico
PVT - BSB - NAT,Doméstico
GRU - CGR,Doméstico
SDU - CGH - GYN / GYN - BSB - SDU,Doméstico
SDU - POA,Doméstico
CGH - FLN / FLN - CGH,Doméstico
SSA - VDC,Doméstico
PVH - MAO ,Doméstico
FOR - SSA - CGH,Doméstico
SSA-CGH-NVT,Doméstico
PVH - BSB - CWB,Doméstico
BSB-SDU-VIX,Doméstico
VIX X GRU,Doméstico
SSA -  GRU ,Doméstico
POA - CGH - BSB - MAO,Doméstico
MCZ - BSB,Doméstico
SSA CGH ,Doméstico
CKS - BSB,Doméstico
FOR - JDO ,Doméstico
VDC ¿ GRU - SDU,Doméstico
BSB - ARU,Doméstico
FLN-GRU-VDC,Doméstico
CGH-ARU,Doméstico
JOI-CGH,Doméstico
MGF - GRU - XAP,Doméstico
FOR - SSA - VCP,Doméstico
AJU - GRU ,Doméstico
NVT - GIG,Doméstico
SDU - NVT,Doméstico
SLZ - FOR,Doméstico
CNF - SSA ,Doméstico
GIG - GRU - MAO - PVH,Doméstico
AEP - GRU / GRU - PMW,Doméstico
BRA - BSB - SSA,Doméstico
BPS- GRU - FLN,Doméstico
CGR-GRU-SDU,Doméstico
NVT - CNF,Doméstico
VCP - REC ,Doméstico
CMF - SSA,Doméstico
FBE - CWB,Doméstico
GRU - AMS / AMS - LHR,Doméstico
GRU - SDU - CWB,Doméstico
JPA - GRU - GYN,Doméstico
BPS-GRU-CNF,Doméstico
GRU - FLP,Doméstico
SDU-CGH-RAO,Doméstico
BPS-SSA,Doméstico
BSB-BVB,Doméstico
CWB - PVH,Doméstico
REC - GRU - LDB,Doméstico
MGF - GRU - NVT,Doméstico
JPA-SSA-VIX,Doméstico
VCP - CUN / CUN - VCP,Doméstico
BSB-GRU-IOS,Doméstico
GRU - UDI ,Doméstico
SSA - GYN ,Doméstico
BSB - SDU - LDB,Doméstico
CAC - GRU,Doméstico
CGB-GRU-MGF,Doméstico
SSA - CGH - CGR,Doméstico
VDC - GRU - GYN,Doméstico
SSA - FOR / FOR - MAS,Doméstico
BPS - RAO ,Doméstico
CWB-GR,Doméstico
GIG -  GRU,Doméstico
FLN-YYZ,Doméstico
SSA - REC ,Doméstico
PNH-MAP,Doméstico
CKS-CNF,Doméstico
MIA - BSB - CGH,Doméstico
JPA-BSB,Doméstico
PVH - BSB  MCZ,Doméstico
SSA-GRU-PMW,Doméstico
GYN - BPS,Doméstico
VIX - SDU ,Doméstico
REC-CGH-POA,Doméstico
STM X GYN,Doméstico
GRU - MDV,Doméstico
SSA - MVD,Doméstico
GRU - BPS,Doméstico
POA - GRU - IGU,Doméstico
REC-GYN,Doméstico
CGH - SSA - JPA,Doméstico
FOR - BSB - FLN,Doméstico
POA - FLN,Doméstico
SSA-GRU-SDU,Doméstico
FLN - POA,Doméstico
CGR - CGH,Doméstico
SSA - SDU - FLN / FLN - CGH - SSA,Doméstico
PVH - FEN,Doméstico
IGU-GRU,Doméstico
SSA/CGH - CGH/POA,Doméstico
BSB - GRU / GRU - MIA,Doméstico
BPS/CGH - CGH/GYN,Doméstico
CNF - GRU - CGB,Doméstico
POA X FLN,Doméstico
SSA-BSB-COM,Doméstico
XAP - SDU,Doméstico
SSA - GRU / GRU - AEP,Doméstico
SSA - TXF,Doméstico
FLN-MXP,Doméstico
MCP - BSB,Doméstico
RAO - GRU - SSA,Doméstico
CGH-PPB,Doméstico
GRU - SCL ,Doméstico
PVH-BSB-MCZ,Doméstico
BSB- SJP ,Doméstico
SCL-BSB,Doméstico
CWB-GRU-AEP,Doméstico
SSA-CNF-GRU-MOC,Doméstico
FLN - BSB - SSA,Doméstico
TXF-SSA,Doméstico
CNF - CGH - VIX,Doméstico
GOIANIA - SÃO PAULO,Doméstico
CXJ-CGH,Doméstico
FLN,Doméstico
CGR - CGH ,Doméstico
CWB - GIG ,Doméstico
SSA - GRU - POA,Doméstico
PMW-BSB-CNF,Doméstico
MGF-GRU-CDG-MRS,Doméstico
NAT - AEP,Doméstico
REC - VCP,Doméstico
REC-GIG-GRU,Doméstico
FOR-BSB,Doméstico
GYN - FOR / FOR - GYN,Doméstico
POA - CGH - SSA - FOR,Doméstico
CGR-PUJ,Doméstico
MGF - SCL,Doméstico
CGH - BSB - CZS,Doméstico
LIS-CDG,Doméstico
REC - GRU - CGR,Doméstico
FLN - GRU - PMW,Doméstico
GRU-IGU,Doméstico
NVT - GRU ,Doméstico
POA/BSB - BSB/SSA,Doméstico
LDB - CGH,Doméstico
MIA - BSB - MAO,Doméstico
CWB-CGH,Doméstico
SDU - GRU - AMS - DUB,Doméstico
VIX X GRU X FLN,Doméstico
XAP-GRU-SSA,Doméstico
CWB - GRU - FOR,Doméstico
FOR - SLZ,Doméstico
SDU - CGH - SSA,Doméstico
-GRU,Doméstico
BSB - VIX,Doméstico
SLZ - GRU - LDB,Doméstico
GRU - BRC,Doméstico
BSB - NVT,Doméstico
PVH/BSB - BSB/JPA,Doméstico
CKS-BSB,Doméstico
JPA - BSB / BSB - MCO,Doméstico
GRU - CUN ,Doméstico
LDB-GRU-REC,Doméstico
MGF - GRU  ,Doméstico
JJD - BSB,Doméstico
FOR-BSB-SJP,Doméstico
CGR - CGH - SSA - JPA,Doméstico
REC - GRU / GRU - SCL,Doméstico
AJU - FLN,Doméstico
FOR - BSB - CWB,Doméstico
VIX - CGH - PT - GB,Doméstico
MCO - IAH,Doméstico
NVT - GRU - LAD,Doméstico
IGU - JPA,Doméstico
GRU - BSB,Doméstico
GYN - FLN,Doméstico
MVD - GYN ,Doméstico
GRU - CDG - FCO,Doméstico
AM - BSB - VCP,Doméstico
MCZ-SSA,Doméstico
SSA - SGH - POA,Doméstico
MCZ-GRU-FLN,Doméstico
IOS - BSB / BSB - NAT / NAT - CNF / CNF - CKS,Doméstico
CNF x JPA,Doméstico
SSA - GRU ,Doméstico
RAO - GYN,Doméstico
CWB - GIG - MIA,Doméstico
SDU - SSA - GYN,Doméstico
GRU - MCO / MCO - GRU,Doméstico
FOR - BSB - MAO,Doméstico
IGU-GIG,Doméstico
POA - GRU - VIX,Doméstico
GRU - IGU ,Doméstico
CXJ-GRU-CGR,Doméstico
PVH - CGH,Doméstico
REC - CGH - POA,Doméstico
CWB - SDU,Doméstico
CGH-SSA-JPA,Doméstico
CGR - REC ,Doméstico
NAT - BSB,Doméstico
SSA - JPA ,Doméstico
MCP - SSA,Doméstico
DFW - JKF,Doméstico
GYN - SSA - SLZ,Doméstico
NVT- GRU ,Doméstico
PMW - GRU  ,Doméstico
VDC-SSA,Doméstico
POA - BSB - RAO,Doméstico
FOR - SDU - IGU,Doméstico
CGH CWB,Doméstico
mao - bsb,Doméstico
SSA-CNF-SDU,Doméstico
CFB - GRU ,Doméstico
ROS - GRU,Doméstico
CXJ-SDU,Doméstico
CNF - GRU - ARU,Doméstico
MGF - UDI,Doméstico
CGH-FOR,Doméstico
CNF-MCZ,Doméstico
CAC-GRU,Doméstico
POA - SSA,Doméstico
GYN-GRU-PET,Doméstico
GIG-PMW,Doméstico
AEP - GRU - PVH,Doméstico
CGH - BPS ,Doméstico
MGF-GRU-BPS,Doméstico
BSB - CWB / CWB - BSB,Doméstico
PVH - BSB / BSB - SSA,Doméstico
LDB-GRU-FLN,Doméstico
SSA - BSB / BSB - COM,Doméstico
BEL - BSB - SJP,Doméstico
CXJ - GRU - REC,Doméstico
GRU - GIG - FOR,Doméstico
LAS - ORD - GRU - GYN,Doméstico
CGH - CCB,Doméstico
BSB - MCO/ MCO - BSB,Doméstico
FLN - CGH - POA,Doméstico
VIX-CGH-FLN,Doméstico
GRU-GYN-REC,Doméstico
PVH - MAO / MAO - PVH,Doméstico
BSB-GRU-JPA,Doméstico
CWB-REC-GIG,Doméstico
IOS-GRU-GYN,Doméstico
SSA X GIG,Doméstico
SDU-VIX,Doméstico
AJU-CGH,Doméstico
GRU - PUJ / PUJ - GRU,Doméstico
BPS - GRU - CGB,Doméstico
MAO-BSB-LIS,Doméstico
SSA - IOS ,Doméstico
REC - GRU - LIM,Doméstico
SDU - SGH,Doméstico
JJD - GRU - SDU,Doméstico
CWB-GRU-ADD-FCO,Doméstico
FLN-GRU-MAO,Doméstico
MOC - MIA,Doméstico
REC - GRU - POA,Doméstico
SDU-SSA-JPA,Doméstico
VIX-CGH-REC,Doméstico
REC - CGH - SJP,Doméstico
CGH - PPB ,Doméstico
JPA - BSB ,Doméstico
SSA-PMW,Doméstico
CGH - BSB ,Doméstico
NAT-SSA,Doméstico
RAO - CGH,Doméstico
VCP - BSB - MAO ,Doméstico
FEN - REC,Doméstico
CGH - BSB / BSB - MAO,Doméstico
FOR - CGH ,Doméstico
VDC - GRU ,Doméstico
CWB-CGH-FOR,Doméstico
NAT - BSB - RBR,Doméstico
VIX-CGH,Doméstico
REC - BSB - CGB,Doméstico
SDU - CGH - CGB,Doméstico
GIG - JPA ,Doméstico
BSB-CGH-SDU,Doméstico
VIX-GRU-BEL,Doméstico
CGB-CGH,Doméstico
CZS - CGH ,Doméstico
REC/CGH - GCH/CWB,Doméstico
SSA-SLZ,Doméstico
CGR - CGH - POA / POA - CGR,Doméstico
CWB-FOR,Doméstico
GIG - BSB - SJP,Doméstico
CGH - SSA - BSB,Doméstico
PVH-BSB-GRU-JDO,Doméstico
PPB - CGB / CGB - PPB,Doméstico
PVH-BSB,Doméstico
FOR - BVB,Doméstico
SJP - CGH - SDU,Doméstico
JPA - GRU / GRU - JPA,Doméstico
BSB - GRU - AMS - DUB,Doméstico
BSB - IGU,Doméstico
PORTO SEGURI - SALVADOR - CURITIBA,Doméstico
CPV - CGH,Doméstico
BSB - GIG - GRU,Doméstico
AEP/GRU - GRU/SSA,Doméstico
SLZ-SSA-POA,Doméstico
PVH - BSB - CGH / GRU - MAO - PVH,Doméstico
CWB - GIG - BSB - PVH,Doméstico
FOR - BSB - VCP / VCP - SSA - FOR,Doméstico
GRU - IZA,Doméstico
SDU - GYN ,Doméstico
SSA - BSB - CGB,Doméstico
REC - GRU / GRU - AEP,Doméstico
PVH-NAT,Doméstico
NVT - GRU - POA,Doméstico
IGU/GRU - GRU/SSA,Doméstico
LDB-GRU-ATL-TPA,Doméstico
SSA - GIG - AEP,Doméstico
VIX - GRU - CGH - LDB,Doméstico
GRU - UIO / UIO - GRU,Doméstico
CGR - CGH - SSA - VDC,Doméstico
PVH - MAO - BSB - IOS,Doméstico
AJU - GIG,Doméstico
CNF - BSB,Doméstico
FLN - CGH / CGH - FLN,Doméstico
NAT - IGU,Doméstico
BSB - SDU - VCP / VCP - BSB,Doméstico
CGH - BSB  / BSB - CUN,Doméstico
PMW/BSB - BSB/GRU,Doméstico
POA-GRU-CDG-TRN,Doméstico
GRU - SDU,Doméstico
GRU - BPS ,Doméstico
MIA - CUN,Doméstico
BRA-BSB-SSA,Doméstico
GRU - VIX,Doméstico
PVB - BSB ,Doméstico
VIX-GRU-NVT,Doméstico
CDG-GIG,Doméstico
BSB - MIA - JFK,Doméstico
CGH-POA,Doméstico
CGH/BSB - BSB/MAO,Doméstico
FOR - GRU - MGF,Doméstico
GRU-CGB,Doméstico
MAO - FOR - SSA - GYN,Doméstico
CGR-REC,Doméstico
GRU - PVH ,Doméstico
BEL - GRU - FLN,Doméstico
PVH - JPA,Doméstico
GRU - ASU,Doméstico
CGH - IGU,Doméstico
CNF - SDU,Doméstico
PVH - BSB / BSB - EZE,Doméstico
BSB X GYN,Doméstico
SSA GRU,Doméstico
SSA-SDU-FLN,Doméstico
STM - BSB - MAO,Doméstico
GRU - POA ,Doméstico
CGB - SSA,Doméstico
MAO - BSB - POA,Doméstico
VIX - BRA,Doméstico
CGH-BSB/BSB-MCO,Doméstico
VIX - SDU - CNF,Doméstico
SSA-CNH,Doméstico
SSA-IOS,Doméstico
BEL - GRU - NVT,Doméstico
UDI - MCZ,Doméstico
MAO - BSB - FLN,Doméstico
FOR - GRU - COR,Doméstico
GRU X SSA,Doméstico
FLN-GRU-BSB,Doméstico
VDC - MCZ ,Doméstico
POA - CGH - SSA,Doméstico
SSA-BSB-MCO,Doméstico
NVT - GRU - IAH - MCI,Doméstico
CGB-GRU-LDB,Doméstico
PVH - BSB - CUN,Doméstico
GRU - BSB / BSB - CUN,Doméstico
BPS - CNF,Doméstico
BSB-RBR,Doméstico
COM - BSB - CGH,Doméstico
BSB - GRU - SJP,Doméstico
FLN-CGH-SSA,Doméstico
MAB - BSB - CGH,Doméstico
FLN-GRU-SSA,Doméstico
SJO - BOG,Doméstico
VCP - CGH  SSA,Doméstico
SDU - CNF,Doméstico
FOR-GRU-GYN,Doméstico
VCP - NAT - GIG - AJU,Doméstico
GIG - LIM,Doméstico
GYN - BSB / BSB - PVH,Doméstico
ARU-GRU-NAT,Doméstico
BSB - GRU - MGF,Doméstico
GRU - BSB - MCZ / MCZ - GRU,Doméstico
NVT-CGH-CNF-BPS,Doméstico
MAO - BSB - MIA / MIA - BSB - MAO,Doméstico
GRU - BSB / BSB - GRU,Doméstico
MGF - GRU - GIG,Doméstico
SSA - GRU / GRU - CDG / CDG - ZRH,Doméstico
MLA-CDG,Doméstico
FOR-BSB-GYN,Doméstico
NVT - REC,Doméstico
MGF-GRU-SCL-GRU-MGF,Doméstico
GIG - GRU ,Doméstico
SSA - NVT,Doméstico
"GRU - CNF, CNF - BPS",Doméstico
JOI-ROS,Doméstico
MIA - BSB - REC,Doméstico
SSA - GRU - MAO,Doméstico
SSA - BSB / BSB - MCO ,Doméstico
GRU-GIG-CDG-ATH,Doméstico
CGH-IOS,Doméstico
SDU - BSB - BEL - MAO,Doméstico
FOR - BSB - SSA,Doméstico
CNF - FLN ,Doméstico
CDG - GIG,Doméstico
BPS GIG,Doméstico
FOR - CGH - FLN,Doméstico
MAO - BSB - CGH,Doméstico
POA - GRU - BPS,Doméstico
SSA/GYN - GYN/SSA,Doméstico
POA - JJD,Doméstico
PVH - MAO - GIG,Doméstico
JOI-CGH-BSB-MAO,Doméstico
GRU CAC,Doméstico
ARU - GRU / GRU - SDU,Doméstico
REC-GRU-LDB,Doméstico
SSA - FOR - REC - FEN / FEN - REC - SSA,Doméstico
SSA - GRU - CNF,Doméstico
FLN - GRU - CGB,Doméstico
NVT - GRU / GRU - NVT,Doméstico
FOR-BSB-GIG,Doméstico
MCZ - GRU - POA,Doméstico
CGH-BPS,Doméstico
MGF GRU,Doméstico
BSB-PMW,Doméstico
NVT-CGH-CFN,Doméstico
CGR - CGH - FLN / FLN - CGH - CGR,Doméstico
SSA - GRU - MOC,Doméstico
FOR - MIA,Doméstico
CGB - MCZ / MCZ - CGB,Doméstico
LIS - MAD,Doméstico
AEP - BSB,Doméstico
CGR-GRU-CWB-SDU,Doméstico
CGH - CNF - SDU,Doméstico
MAO - GIG / GIG - MAO,Doméstico
POA - BSB - JPA,Doméstico
POA-REC,Doméstico
PVH - BSB - SSA - BPS / BPS - AS - BSB - PVH,Doméstico
REC - SSA - SDU,Doméstico
FEN - GYN,Doméstico
MCZ-GRU-NVT,Doméstico
SSA - GRU - MIA,Doméstico
REC-SCL,Doméstico
PVH - BSB - MAO,Doméstico
CNF-BSB-PMW,Doméstico
JDO/GRU - GRU/BSB - BSB/PVH,Doméstico
REC-GIG,Doméstico
FOR - GIG ,Doméstico
FOR - GRU - VVI,Doméstico
BYO - CGH,Doméstico
MCP - FLN,Doméstico
GRU - SSA - VIX,Doméstico
MAD-CDG,Doméstico
CWB/GRU - GRU/MAO,Doméstico
MIA - BSB,Doméstico
IOS - GRU - MAO,Doméstico
SDU - REC,Doméstico
SJP - BSB - REC,Doméstico
SSA - GRU / GRU - AMS,Doméstico
PVH - BSB - BEL - STM,Doméstico
SSA - PNZ,Doméstico
MCZ - GIG / GIG - VIX,Doméstico
RIO X SÃO PAULO,Doméstico
POA-BSB-SSA,Doméstico
FLN - CGH - NCZ,Doméstico
CGH - SDU - VIX,Doméstico
SDU-CGH-GYN,Doméstico
SDU-GRU,Doméstico
GRU - AJU,Doméstico
FOR/BSB/POA,Doméstico
PMW - GRU / GRU - MVD,Doméstico
BEL-PBM,Doméstico
FOR - GRU - AEP,Doméstico
VDC/GRU - GRU/BSB,Doméstico
REC - BSB - UDI,Doméstico
BSB - VCP ,Doméstico
FOR - BSB - RBR,Doméstico
STM - BSB - PVH,Doméstico
CAC - GRU / GRU - BSB,Doméstico
CGH-GIG,Doméstico
GRU - SLZ / SLZ - GRU,Doméstico
POA - SDU,Doméstico
SSA - GRU - YYZ - YVR,Doméstico
IGU X VCP X VIX,Doméstico
UDI - GRU - FLN,Doméstico
JPA - GIG - IGU,Doméstico
VIX - BSB,Doméstico
LON - LIS - GRU - NVT,Doméstico
GIG - GRU - AJU,Doméstico
CGH - GIG,Doméstico
CXJ-GRU-PVH,Doméstico
MGF X GRU,Doméstico
VIX - GRU / GRU - VIX,Doméstico
PMW/BSB - BSB/GYN,Doméstico
SSA-CGH-BSB,Doméstico
BSB - BPS ,Doméstico
POA-GRU-VDC,Doméstico
FOR - REC - BSB - MCP,Doméstico
REC - GRU - CNF,Doméstico
CGH - REC - FOR ,Doméstico
GRU - MVD,Doméstico
POA-GRU-SSA,Doméstico
NVT - GRU - MAO - BEL,Doméstico
VIX-CGH-BYO,Doméstico
XAP - GRU - FLN,Doméstico
CPV/SSA - SSA/GRU - GRU/CGB,Doméstico
POA - GRU - SSA - SLZ,Doméstico
AJU/GRU - GRU/CNF,Doméstico
CGB - FLN ,Doméstico
SLZ SSA,Doméstico
CKS - BSB ,Doméstico
 SDU - SSA ,Doméstico
FLN-GRU-CGR,Doméstico
MIA - GIG,Doméstico
FLN - GRU - AMS - ZRH,Doméstico
GYN-GRU-MSDZ,Doméstico
SSA - GRU - JOI,Doméstico
GYN/BSB - BSB/MCO,Doméstico
SSA - GRU - CDG,Doméstico
AEP - GRU ,Doméstico
CWB -  GRU ,Doméstico
SSA/CGH - CGH/SDU,Doméstico
SSA - GRU - FLN / FLN - SSA,Doméstico
GRU - FEN,Doméstico
LIS - CDG - GIG - GRU,Doméstico
BRC - GRU / GRU - SSA,Doméstico
LDB-CGH-BSB-BVB,Doméstico
REC-CGH-FLN,Doméstico
VIX - GRU / GRU - GIG,Doméstico
FLN - CGH,Doméstico
BSB - MCO ,Doméstico
BSB - CGH - AJU,Doméstico
FLN-BEL,Doméstico
CGH - LDB,Doméstico
MAO - NAT,Doméstico
NVT - CGH - SSA - AJU,Doméstico
STM - MAO,Doméstico
CGH-BSB-CGB,Doméstico
AEP-GRU,Doméstico
GRU- FOR ,Doméstico
VIX - GRU - PNZ,Doméstico
BSB - GRU - FLN / FLN - CGH - BSB,Doméstico
FLN - BSB - PMW - GYN,Doméstico
REC - GIG / GIG - REC,Doméstico
STM - MAO - BSB - CGH,Doméstico
STM-MAO,Doméstico
FLN - VDC,Doméstico
YVR - SEA,Doméstico
BSB - MCO / MCO - BSB,Doméstico
GRU - GIG / GIG - LHR / LHR - DUB,Doméstico
FLN-BSB-NAT,Doméstico
SDU - GRU - SLZ,Doméstico
CWB - IOS,Doméstico
CGR - CGH / CGH - BSB / BSB - MAO,Doméstico
REC - SSA - SLZ,Doméstico
NVT - GRU - IAH,Doméstico
VIX - GRU / GRU - AEP,Doméstico
CGH-CNF-CKS,Doméstico
BSB-GRU-CDG,Doméstico
GRU - BSB   ,Doméstico
VCP - SDU ,Doméstico
SDU - CGH - FLN,Doméstico
GRU - CDG,Doméstico
IOS - GRU - VIX,Doméstico
SLZ - SSA,Doméstico
MDZ - GRU - REC,Doméstico
CNF - CGH ,Doméstico
GRU - MIA,Doméstico
JPA - GRU ,Doméstico
PMW - BSB - GIG / GIG - GRU - PMW,Doméstico
MOC - GRU,Doméstico
FOR-MAO,Doméstico
SSA-GRU-CDG-DUB,Doméstico
BSB - CGH - CGR,Doméstico
VIX - CNF,Doméstico
MCZ X IGU ,Doméstico
VIX-REC,Doméstico
SSA - AEP,Doméstico
FLN - GRU - COR,Doméstico
BSB - POA / POA - CGH - BSB,Doméstico
FLN-GRU-NAT,Doméstico
FOR - CGH - CWB,Doméstico
CNF - GRU / GRU - MAO,Doméstico
GRU- GIG,Doméstico
GRU-MAS-FCO,Doméstico
AJU-GIG-IGU,Doméstico
GIG-EZE-GIG,Doméstico
STM - BEL,Doméstico
TXF - SSSA,Doméstico
EZE - FLN,Doméstico
IGU-GRU-POA,Doméstico
NVT-CGH-SDU-VIX,Doméstico
GRU - BSB / BSB - MCO ,Doméstico
FOR SSA,Doméstico
AJU - SSA / SSA - BSB,Doméstico
MAO-BSB-POA,Doméstico
MAO-GIG,Doméstico
SJP - NVT VIX - CGH,Doméstico
 PVH-BSB ,Doméstico
IGU - GIG,Doméstico
MCZ - GIG - BSB - PVH,Doméstico
CGH-SSA-FOR,Doméstico
GRU-BPS,Doméstico
NVG - SDU,Doméstico
GRU - THE,Doméstico
GIG - BPS,Doméstico
REC - FOR / FOR - MIA,Doméstico
THE - GRU,Doméstico
FEN - REC / REC - FEN,Doméstico
GYN - CGH - FLN - AEP,Doméstico
MCZ-SSA-BSB,Doméstico
SSA - NAT ,Doméstico
CWB - CDG,Doméstico
IOS - GRU - BSB - PVH,Doméstico
CWB-VDC,Doméstico
CNF,Doméstico
BSB-GRU-MOC,Doméstico
PMW-BSB-RBR,Doméstico
SSA - BSB - JPA,Doméstico
PNZ - SSA,Doméstico
CGH - JPA,Doméstico
AUS - MEX - GRU - SSA,Doméstico
BPS - GRU - CGR,Doméstico
CGH-BSB-FOR,Doméstico
FEN - REC - FOR,Doméstico
FLN - GRU - PUJ - PTY,Doméstico
BEL - BSB - FLN,Doméstico
BSB - CNF - REC,Doméstico
CUN - BSB - VCP,Doméstico
POA - GRU / GRU - PNZ,Doméstico
VCP - SDU,Doméstico
CAC - GRU / GRU - VIX,Doméstico
GIG - PMW,Doméstico
BSB - FLN / FLN - BSB,Doméstico
GRU - MOC,Doméstico
MGF - CGH - BSB - MIA / MIA - BSB - CGH - MGF,Doméstico
VIX - REC,Doméstico
CXJ-GIG,Doméstico
IGU - SSA,Doméstico
NVT/CGH - CGH/BSB,Doméstico
JDO-GRU-IGU,Doméstico
SSA-MOC,Doméstico
SSA-CGH-GYN,Doméstico
CWB - REC,Doméstico
SSA  - FOR,Doméstico
SSA/GRU - GRU/CWB,Doméstico
VIX-SDU,Doméstico
CWB - SDU - VIX - SSA,Doméstico
CGH - UBA,Doméstico
NAT - BSB - BVB,Doméstico
DCA - MCO,Doméstico
GIG - CNF,Doméstico
CAC - GRU ,Doméstico
FLN - GRU - IGU,Doméstico
GIG-GRU-JFK,Doméstico
SDU-CGH-FLN,Doméstico
SSA - VCP ,Doméstico
VIX - SDU  VCP,Doméstico
FLN-CGH-SDU,Doméstico
SSA - GRU - MGF,Doméstico
CGH - SSA - IOS,Doméstico
LDB - GRU - BPS / BPS - GRU - LDB,Doméstico
GRU - EZE - BRC / BRC - EZE - GRU,Doméstico
AEP - GRU - GYN,Doméstico
GYN-GRU-IOS,Doméstico
RAO - BSB ,Doméstico
MCZ - BSB - VCP,Doméstico
PNZ SSA,Doméstico
BSB-CGH,Doméstico
SSA - GNM,Doméstico
CGH-BSB-CUN,Doméstico
CGB - GRU - FLN / FLN - GRU - CGB,Doméstico
FOR - GRU - SCL / SCL - GRU - FOR,Doméstico
CZS - RBR,Doméstico
MAO-STM,Doméstico
VCP - BSB - MAB,Doméstico
GYN - SSA - REC,Doméstico
LDB - GRU - VDC / VDC - GRU  LDB,Doméstico
SSA-CGH-IGU,Doméstico
CGH - REC / REC - LIS,Doméstico
SDU X GRU X VDC ,Doméstico
GRU / JFK NOVA YORK - JFK NOVA YORK / GRU ,Doméstico
SSA-VDC,Doméstico
SDU - BSB - PVH,Doméstico
SDU - CGH - PVH,Doméstico
SDU-CGH-CWB,Doméstico
BSB - CWB,Doméstico
EWR - GRU,Doméstico
GYN - CGH - MGF,Doméstico
RBR - MAO,Doméstico
PMW,Doméstico
